Neighborhood,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
Flushing - Clearview,2014,1,1401,9.968602825745682
Flushing - Clearview,2014,2,1295,-7.566024268379729
Flushing - Clearview,2014,3,1192,-7.953667953667953
Flushing - Clearview,2015,0,1085,-8.976510067114093
Flushing - Clearview,2015,1,1127,3.870967741935484
Flushing - Clearview,2015,2,1229,9.050576752440106
Flushing - Clearview,2015,3,1090,-11.310008136696501
Flushing - Clearview,2016,0,969,-11.100917431192661
Flushing - Clearview,2016,1,1190,22.807017543859647
Flushing - Clearview,2016,2,1099,-7.647058823529412
Flushing - Clearview,2016,3,1167,6.1874431301182895
Flushing - Clearview,2017,0,1072,-8.140531276778065
Flushing - Clearview,2017,1,995,-7.182835820895522
Flushing - Clearview,2017,2,992,-0.3015075376884422
Flushing - Clearview,2017,3,1071,7.963709677419355
Flushing - Clearview,2018,0,1144,6.816059757236228
Flushing - Clearview,2018,1,1081,-5.5069930069930075
Flushing - Clearview,2018,2,968,-10.453283996299723
Flushing - Clearview,2018,3,837,-13.533057851239668
Flushing - Clearview,2019,0,986,17.801672640382318
Flushing - Clearview,2019,1,912,-7.505070993914807
Flushing - Clearview,2019,2,932,2.1929824561403506
Flushing - Clearview,2019,3,773,-17.06008583690987
Flushing - Clearview,2020,0,672,-13.065976714100906
Flushing - Clearview,2020,1,478,-28.869047619047617
Flushing - Clearview,2020,2,594,24.267782426778243
Flushing - Clearview,2020,3,1305,119.6969696969697
Flushing - Clearview,2021,0,614,-52.95019157088122
Flushing - Clearview,2021,1,589,-4.071661237785016
Flushing - Clearview,2021,2,727,23.429541595925297
Flushing - Clearview,2021,3,698,-3.988995873452544
Flushing - Clearview,2022,0,696,-0.28653295128939826
Flushing - Clearview,2022,1,809,16.23563218390805
Flushing - Clearview,2022,2,931,15.080346106304079
Flushing - Clearview,2022,3,1038,11.493018259935553
Flushing - Clearview,2023,0,1133,9.152215799614643
Flushing - Clearview,2023,1,1076,-5.030891438658429
Fordham - Bronx Park,2006,0,3581,
Fordham - Bronx Park,2006,1,3538,-1.2007819044959507
Fordham - Bronx Park,2006,2,3576,1.0740531373657434
Fordham - Bronx Park,2006,3,3718,3.9709172259507834
Fordham - Bronx Park,2007,0,4388,18.020441097364174
Fordham - Bronx Park,2007,1,4155,-5.309936189608022
Fordham - Bronx Park,2007,2,4025,-3.1287605294825513
Fordham - Bronx Park,2007,3,4223,4.919254658385093
Fordham - Bronx Park,2008,0,4600,8.927302865261662
Fordham - Bronx Park,2008,1,4234,-7.956521739130435
Fordham - Bronx Park,2008,2,3832,-9.49456778460085
Fordham - Bronx Park,2008,3,4083,6.550104384133612
Fordham - Bronx Park,2009,0,4928,20.695566985060005
Fordham - Bronx Park,2009,1,4357,-11.58685064935065
Fordham - Bronx Park,2009,2,3854,-11.544640807895341
Fordham - Bronx Park,2009,3,4460,15.723923196678774
Fordham - Bronx Park,2010,0,4840,8.520179372197308
Fordham - Bronx Park,2010,1,5150,6.40495867768595
Fordham - Bronx Park,2010,2,4382,-14.912621359223301
Fordham - Bronx Park,2010,3,4344,-0.867183934276586
Fordham - Bronx Park,2011,0,4617,6.284530386740332
Fordham - Bronx Park,2011,1,4249,-7.970543643058263
Fordham - Bronx Park,2011,2,3953,-6.966345022358202
Fordham - Bronx Park,2011,3,3750,-5.1353402479129775
Fordham - Bronx Park,2012,0,4132,10.186666666666666
Fordham - Bronx Park,2012,1,3772,-8.712487899322362
Fordham - Bronx Park,2012,2,4012,6.362672322375397
Fordham - Bronx Park,2012,3,3403,-15.179461615154535
Fordham - Bronx Park,2013,0,3792,11.431090214516603
Fordham - Bronx Park,2013,1,3732,-1.5822784810126582
Fordham - Bronx Park,2013,2,3848,3.1082529474812435
Fordham - Bronx Park,2013,3,3556,-7.588357588357589
Fordham - Bronx Park,2014,0,3733,4.977502812148481
Fordham - Bronx Park,2014,1,3703,-0.8036431824270024
Fordham - Bronx Park,2014,2,3823,3.2406157169862273
Fordham - Bronx Park,2014,3,2869,-24.954224431075072
Fordham - Bronx Park,2015,0,2723,-5.088881143255489
Fordham - Bronx Park,2015,1,3022,10.98053617333823
Fordham - Bronx Park,2015,2,2860,-5.360688285903375
Fordham - Bronx Park,2015,3,2447,-14.440559440559442
Fordham - Bronx Park,2016,0,2613,6.783816918675929
Fordham - Bronx Park,2016,1,2713,3.8270187523918864
Fordham - Bronx Park,2016,2,2653,-2.2115739034279396
Fordham - Bronx Park,2016,3,2546,-4.033169996230682
Fordham - Bronx Park,2017,0,2679,5.223880597014925
Fordham - Bronx Park,2017,1,2831,5.673758865248227
Fordham - Bronx Park,2017,2,2758,-2.5785941363475806
Fordham - Bronx Park,2017,3,2696,-2.2480058013052937
Fordham - Bronx Park,2018,0,2472,-8.30860534124629
Fordham - Bronx Park,2018,1,2507,1.4158576051779936
Fordham - Bronx Park,2018,2,2342,-6.581571599521341
Fordham - Bronx Park,2018,3,2025,-13.535439795046969
Fordham - Bronx Park,2019,0,2091,3.259259259259259
Fordham - Bronx Park,2019,1,2030,-2.9172644667623144
Fordham - Bronx Park,2019,2,2013,-0.8374384236453201
Fordham - Bronx Park,2019,3,1698,-15.648286140089418
Fordham - Bronx Park,2020,0,1613,-5.005889281507656
Fordham - Bronx Park,2020,1,995,-38.313701177929325
Fordham - Bronx Park,2020,2,865,-13.06532663316583
Fordham - Bronx Park,2020,3,823,-4.855491329479769
Fordham - Bronx Park,2021,0,1191,44.714459295261236
Fordham - Bronx Park,2021,1,1125,-5.541561712846348
Fordham - Bronx Park,2021,2,1362,21.066666666666666
Fordham - Bronx Park,2021,3,1423,4.47870778267254
Fordham - Bronx Park,2022,0,1727,21.363316936050598
Fordham - Bronx Park,2022,1,1860,7.701215981470759
Fordham - Bronx Park,2022,2,1692,-9.032258064516128
Fordham - Bronx Park,2022,3,1787,5.614657210401891
Fordham - Bronx Park,2023,0,1841,3.02182428651371
Fordham - Bronx Park,2023,1,2008,9.071156979902227
Fresh Meadows,2006,0,587,
Fresh Meadows,2006,1,489,-16.695059625212945
Fresh Meadows,2006,2,498,1.8404907975460123
Fresh Meadows,2006,3,442,-11.244979919678714
Fresh Meadows,2007,0,416,-5.88235294117647
Fresh Meadows,2007,1,441,6.009615384615385
Fresh Meadows,2007,2,461,4.535147392290249
Fresh Meadows,2007,3,391,-15.184381778741866
Fresh Meadows,2008,0,449,14.83375959079284
Fresh Meadows,2008,1,459,2.2271714922048997
Fresh Meadows,2008,2,455,-0.8714596949891068
Fresh Meadows,2008,3,490,7.6923076923076925
Fresh Meadows,2009,0,530,8.16326530612245
Fresh Meadows,2009,1,510,-3.7735849056603774
Fresh Meadows,2009,2,448,-12.156862745098039
Fresh Meadows,2009,3,418,-6.696428571428571
Fresh Meadows,2010,0,469,12.200956937799043
Fresh Meadows,2010,1,471,0.42643923240938164
Fresh Meadows,2010,2,420,-10.828025477707007
Fresh Meadows,2010,3,443,5.476190476190476
Fresh Meadows,2011,0,426,-3.837471783295711
Fresh Meadows,2011,1,478,12.206572769953052
Fresh Meadows,2011,2,379,-20.711297071129707
Fresh Meadows,2011,3,386,1.8469656992084433
Fresh Meadows,2012,0,487,26.165803108808287
Fresh Meadows,2012,1,471,-3.285420944558522
Fresh Meadows,2012,2,504,7.006369426751593
Fresh Meadows,2012,3,436,-13.492063492063492
Fresh Meadows,2013,0,508,16.51376146788991
Fresh Meadows,2013,1,514,1.1811023622047243
Fresh Meadows,2013,2,493,-4.085603112840467
Fresh Meadows,2013,3,471,-4.462474645030426
Fresh Meadows,2014,0,537,14.012738853503185
Fresh Meadows,2014,1,534,-0.5586592178770949
Fresh Meadows,2014,2,457,-14.41947565543071
Fresh Meadows,2014,3,443,-3.063457330415755
Fresh Meadows,2015,0,387,-12.641083521444695
Fresh Meadows,2015,1,429,10.852713178294573
Fresh Meadows,2015,2,483,12.587412587412588
Fresh Meadows,2015,3,450,-6.832298136645963
Fresh Meadows,2016,0,489,8.666666666666668
Fresh Meadows,2016,1,504,3.067484662576687
Fresh Meadows,2016,2,434,-13.88888888888889
Fresh Meadows,2016,3,440,1.3824884792626728
Fresh Meadows,2017,0,587,33.409090909090914
Fresh Meadows,2017,1,504,-14.139693356047701
Fresh Meadows,2017,2,424,-15.873015873015872
Fresh Meadows,2017,3,434,2.358490566037736
Fresh Meadows,2018,0,459,5.76036866359447
Fresh Meadows,2018,1,354,-22.875816993464053
Fresh Meadows,2018,2,395,11.581920903954803
Fresh Meadows,2018,3,385,-2.5316455696202533
Fresh Meadows,2019,0,415,7.792207792207792
Fresh Meadows,2019,1,377,-9.156626506024097
Fresh Meadows,2019,2,392,3.978779840848806
Fresh Meadows,2019,3,347,-11.479591836734695
Fresh Meadows,2020,0,302,-12.968299711815561
Fresh Meadows,2020,1,195,-35.430463576158935
Fresh Meadows,2020,2,265,35.8974358974359
Fresh Meadows,2020,3,474,78.8679245283019
Fresh Meadows,2021,0,292,-38.39662447257383
Fresh Meadows,2021,1,260,-10.95890410958904
Fresh Meadows,2021,2,370,42.30769230769231
Fresh Meadows,2021,3,282,-23.783783783783786
Fresh Meadows,2022,0,277,-1.773049645390071
Fresh Meadows,2022,1,356,28.51985559566787
Fresh Meadows,2022,2,352,-1.1235955056179776
Fresh Meadows,2022,3,389,10.511363636363637
Fresh Meadows,2023,0,367,-5.655526992287918
Fresh Meadows,2023,1,372,1.3623978201634876
Gramercy Park - Murray Hill,2006,0,1391,
Gramercy Park - Murray Hill,2006,1,1386,-0.35945363048166784
Gramercy Park - Murray Hill,2006,2,1550,11.832611832611832
Gramercy Park - Murray Hill,2006,3,1353,-12.70967741935484
Gramercy Park - Murray Hill,2007,0,1502,11.012564671101256
Gramercy Park - Murray Hill,2007,1,1549,3.129161118508655
Gramercy Park - Murray Hill,2007,2,1594,2.905100064557779
Gramercy Park - Murray Hill,2007,3,1392,-12.672521957340024
Gramercy Park - Murray Hill,2008,0,1475,5.962643678160919
Gramercy Park - Murray Hill,2008,1,1338,-9.288135593220339
Gramercy Park - Murray Hill,2008,2,1457,8.89387144992526
Gramercy Park - Murray Hill,2008,3,1454,-0.20590253946465342
Gramercy Park - Murray Hill,2009,0,1731,19.050894085281982
Gramercy Park - Murray Hill,2009,1,1512,-12.65164644714038
Gramercy Park - Murray Hill,2009,2,1402,-7.2751322751322745
Gramercy Park - Murray Hill,2009,3,1341,-4.3509272467903
Gramercy Park - Murray Hill,2010,0,1378,2.759134973900075
Gramercy Park - Murray Hill,2010,1,1288,-6.531204644412192
Gramercy Park - Murray Hill,2010,2,1380,7.142857142857142
Gramercy Park - Murray Hill,2010,3,1335,-3.260869565217391
Gramercy Park - Murray Hill,2011,0,1588,18.95131086142322
Gramercy Park - Murray Hill,2011,1,1581,-0.4408060453400504
Gramercy Park - Murray Hill,2011,2,1346,-14.864010120177104
Gramercy Park - Murray Hill,2011,3,1364,1.337295690936107
Gramercy Park - Murray Hill,2012,0,1558,14.222873900293257
Gramercy Park - Murray Hill,2012,1,1523,-2.246469833119384
Gramercy Park - Murray Hill,2012,2,1721,13.000656598818122
Gramercy Park - Murray Hill,2012,3,1502,-12.72515979081929
Gramercy Park - Murray Hill,2013,0,1818,21.03861517976032
Gramercy Park - Murray Hill,2013,1,1693,-6.875687568756876
Gramercy Park - Murray Hill,2013,2,1658,-2.067336089781453
Gramercy Park - Murray Hill,2013,3,1696,2.2919179734620023
Gramercy Park - Murray Hill,2014,0,1856,9.433962264150944
Gramercy Park - Murray Hill,2014,1,1858,0.10775862068965517
Gramercy Park - Murray Hill,2014,2,1634,-12.055974165769644
Gramercy Park - Murray Hill,2014,3,1350,-17.38066095471236
Gramercy Park - Murray Hill,2015,0,1496,10.814814814814815
Gramercy Park - Murray Hill,2015,1,1627,8.75668449197861
Gramercy Park - Murray Hill,2015,2,1895,16.4720344191764
Gramercy Park - Murray Hill,2015,3,1795,-5.277044854881266
Gramercy Park - Murray Hill,2016,0,1700,-5.2924791086350975
Gramercy Park - Murray Hill,2016,1,1249,-26.529411764705884
Gramercy Park - Murray Hill,2016,2,1259,0.8006405124099278
Gramercy Park - Murray Hill,2016,3,1312,4.209690230341541
Gramercy Park - Murray Hill,2017,0,1347,2.667682926829268
Gramercy Park - Murray Hill,2017,1,1375,2.078693392724573
Gramercy Park - Murray Hill,2017,2,1294,-5.890909090909091
Gramercy Park - Murray Hill,2017,3,1301,0.5409582689335394
Gramercy Park - Murray Hill,2018,0,1223,-5.995388162951576
Gramercy Park - Murray Hill,2018,1,1030,-15.780866721177434
Gramercy Park - Murray Hill,2018,2,1004,-2.524271844660194
Gramercy Park - Murray Hill,2018,3,985,-1.8924302788844622
Gramercy Park - Murray Hill,2019,0,1019,3.451776649746193
Gramercy Park - Murray Hill,2019,1,1110,8.930323846908735
Gramercy Park - Murray Hill,2019,2,931,-16.126126126126124
Gramercy Park - Murray Hill,2019,3,824,-11.493018259935553
Gramercy Park - Murray Hill,2020,0,781,-5.218446601941747
Gramercy Park - Murray Hill,2020,1,562,-28.040973111395644
Gramercy Park - Murray Hill,2020,2,573,1.9572953736654803
Gramercy Park - Murray Hill,2020,3,887,54.79930191972077
Gramercy Park - Murray Hill,2021,0,695,-21.645997745208568
Gramercy Park - Murray Hill,2021,1,636,-8.489208633093526
Gramercy Park - Murray Hill,2021,2,655,2.9874213836477987
Gramercy Park - Murray Hill,2021,3,669,2.1374045801526718
Gramercy Park - Murray Hill,2022,0,524,-21.674140508221225
Gramercy Park - Murray Hill,2022,1,717,36.83206106870229
Gramercy Park - Murray Hill,2022,2,783,9.205020920502092
Gramercy Park - Murray Hill,2022,3,849,8.42911877394636
Gramercy Park - Murray Hill,2023,0,747,-12.014134275618375
Gramercy Park - Murray Hill,2023,1,849,13.654618473895583
Greenpoint,2006,0,896,
Greenpoint,2006,1,971,8.370535714285714
Greenpoint,2006,2,926,-4.634397528321318
Greenpoint,2006,3,826,-10.799136069114471
Greenpoint,2007,0,931,12.711864406779661
Greenpoint,2007,1,892,-4.189044038668099
Greenpoint,2007,2,845,-5.2690582959641254
Greenpoint,2007,3,790,-6.508875739644971
Greenpoint,2008,0,1032,30.632911392405067
Greenpoint,2008,1,992,-3.875968992248062
Greenpoint,2008,2,877,-11.59274193548387
Greenpoint,2008,3,845,-3.6488027366020526
Greenpoint,2009,0,907,7.337278106508875
Greenpoint,2009,1,921,1.5435501653803747
Greenpoint,2009,2,935,1.520086862106406
Greenpoint,2009,3,854,-8.663101604278074
Greenpoint,2010,0,935,9.484777517564403
Greenpoint,2010,1,988,5.668449197860963
Greenpoint,2010,2,1050,6.275303643724696
Greenpoint,2010,3,919,-12.476190476190476
Greenpoint,2011,0,1025,11.534276387377584
Greenpoint,2011,1,1094,6.731707317073171
Greenpoint,2011,2,908,-17.001828153564897
Greenpoint,2011,3,887,-2.3127753303964758
Greenpoint,2012,0,1139,28.410372040586246
Greenpoint,2012,1,990,-13.081650570676032
Greenpoint,2012,2,970,-2.0202020202020203
Greenpoint,2012,3,820,-15.463917525773196
Greenpoint,2013,0,1047,27.682926829268297
Greenpoint,2013,1,1206,15.18624641833811
Greenpoint,2013,2,1176,-2.4875621890547266
Greenpoint,2013,3,917,-22.023809523809522
Greenpoint,2014,0,1004,9.487459105779717
Greenpoint,2014,1,972,-3.187250996015936
Greenpoint,2014,2,955,-1.7489711934156378
Greenpoint,2014,3,788,-17.486910994764397
Greenpoint,2015,0,835,5.964467005076142
Greenpoint,2015,1,885,5.9880239520958085
Greenpoint,2015,2,971,9.717514124293785
Greenpoint,2015,3,850,-12.461380020597321
Greenpoint,2016,0,898,5.647058823529412
Greenpoint,2016,1,838,-6.6815144766147
Greenpoint,2016,2,914,9.069212410501192
Greenpoint,2016,3,780,-14.660831509846828
Greenpoint,2017,0,913,17.05128205128205
Greenpoint,2017,1,888,-2.7382256297918945
Greenpoint,2017,2,853,-3.9414414414414414
Greenpoint,2017,3,755,-11.48886283704572
Greenpoint,2018,0,804,6.490066225165562
Greenpoint,2018,1,732,-8.955223880597014
Greenpoint,2018,2,712,-2.73224043715847
Greenpoint,2018,3,656,-7.865168539325842
Greenpoint,2019,0,675,2.8963414634146343
Greenpoint,2019,1,652,-3.4074074074074074
Greenpoint,2019,2,661,1.3803680981595092
Greenpoint,2019,3,526,-20.423600605143722
Greenpoint,2020,0,466,-11.406844106463879
Greenpoint,2020,1,311,-33.261802575107296
Greenpoint,2020,2,333,7.07395498392283
Greenpoint,2020,3,440,32.13213213213213
Greenpoint,2021,0,524,19.090909090909093
Greenpoint,2021,1,470,-10.305343511450381
Greenpoint,2021,2,577,22.76595744680851
Greenpoint,2021,3,412,-28.596187175043326
Greenpoint,2022,0,340,-17.475728155339805
Greenpoint,2022,1,562,65.29411764705883
Greenpoint,2022,2,697,24.02135231316726
Greenpoint,2022,3,838,20.22955523672884
Greenpoint,2023,0,723,-13.723150357995225
Greenpoint,2023,1,711,-1.6597510373443984
Greenwich Village - SoHo,2006,0,2129,
Greenwich Village - SoHo,2006,1,2210,3.80460310004697
Greenwich Village - SoHo,2006,2,2206,-0.18099547511312217
Greenwich Village - SoHo,2006,3,1837,-16.72710788757933
Greenwich Village - SoHo,2007,0,2256,22.808927599346763
Greenwich Village - SoHo,2007,1,2373,5.1861702127659575
Greenwich Village - SoHo,2007,2,2477,4.382638010956595
Greenwich Village - SoHo,2007,3,2297,-7.266855066612838
Greenwich Village - SoHo,2008,0,2538,10.491946016543316
Greenwich Village - SoHo,2008,1,2599,2.4034672970843185
Greenwich Village - SoHo,2008,2,2504,-3.6552520200076954
Greenwich Village - SoHo,2008,3,2451,-2.1166134185303513
Greenwich Village - SoHo,2009,0,2702,10.240718074255406
Greenwich Village - SoHo,2009,1,2732,1.1102886750555145
Greenwich Village - SoHo,2009,2,2619,-4.136163982430454
Greenwich Village - SoHo,2009,3,2465,-5.880106911034746
Greenwich Village - SoHo,2010,0,2553,3.5699797160243407
Greenwich Village - SoHo,2010,1,2683,5.09204857030944
Greenwich Village - SoHo,2010,2,2530,-5.702571748043235
Greenwich Village - SoHo,2010,3,2363,-6.600790513833991
Greenwich Village - SoHo,2011,0,2263,-4.231908590774439
Greenwich Village - SoHo,2011,1,2633,16.34997790543526
Greenwich Village - SoHo,2011,2,2232,-15.229775921002659
Greenwich Village - SoHo,2011,3,2605,16.71146953405018
Greenwich Village - SoHo,2012,0,2510,-3.6468330134357005
Greenwich Village - SoHo,2012,1,2573,2.50996015936255
Greenwich Village - SoHo,2012,2,2473,-3.8865137971239796
Greenwich Village - SoHo,2012,3,1975,-20.137484836231298
Greenwich Village - SoHo,2013,0,2386,20.810126582278482
Greenwich Village - SoHo,2013,1,2550,6.873428331936295
Greenwich Village - SoHo,2013,2,2497,-2.0784313725490193
Greenwich Village - SoHo,2013,3,2321,-7.048458149779736
Greenwich Village - SoHo,2014,0,2393,3.1021111589831967
Greenwich Village - SoHo,2014,1,2660,11.157542833263685
Greenwich Village - SoHo,2014,2,2521,-5.225563909774436
Greenwich Village - SoHo,2014,3,2101,-16.660055533518445
Greenwich Village - SoHo,2015,0,1931,-8.09138505473584
Greenwich Village - SoHo,2015,1,2107,9.114448472294148
Greenwich Village - SoHo,2015,2,2256,7.071665875652587
Greenwich Village - SoHo,2015,3,2109,-6.515957446808511
Greenwich Village - SoHo,2016,0,1997,-5.310573731626364
Greenwich Village - SoHo,2016,1,1974,-1.1517275913870806
Greenwich Village - SoHo,2016,2,1769,-10.38500506585613
Greenwich Village - SoHo,2016,3,1708,-3.4482758620689653
Greenwich Village - SoHo,2017,0,1821,6.61592505854801
Greenwich Village - SoHo,2017,1,1857,1.9769357495881383
Greenwich Village - SoHo,2017,2,1877,1.0770059235325793
Greenwich Village - SoHo,2017,3,1694,-9.74960042621204
Greenwich Village - SoHo,2018,0,1834,8.264462809917356
Greenwich Village - SoHo,2018,1,1509,-17.72082878953108
Greenwich Village - SoHo,2018,2,1549,2.650762094102054
Greenwich Village - SoHo,2018,3,1291,-16.655907036797934
Greenwich Village - SoHo,2019,0,1371,6.196746707978312
Greenwich Village - SoHo,2019,1,1305,-4.814004376367615
Greenwich Village - SoHo,2019,2,1377,5.517241379310345
Greenwich Village - SoHo,2019,3,1423,3.340595497458242
Greenwich Village - SoHo,2020,0,1320,-7.238229093464511
Greenwich Village - SoHo,2020,1,900,-31.818181818181817
Greenwich Village - SoHo,2020,2,614,-31.77777777777778
Greenwich Village - SoHo,2020,3,766,24.7557003257329
Greenwich Village - SoHo,2021,0,970,26.631853785900784
Greenwich Village - SoHo,2021,1,982,1.2371134020618557
Greenwich Village - SoHo,2021,2,1140,16.08961303462322
Greenwich Village - SoHo,2021,3,1184,3.8596491228070176
Greenwich Village - SoHo,2022,0,1211,2.2804054054054053
Greenwich Village - SoHo,2022,1,1323,9.248554913294797
Greenwich Village - SoHo,2022,2,1093,-17.384731670445955
Greenwich Village - SoHo,2022,3,1103,0.9149130832570906
Greenwich Village - SoHo,2023,0,1469,33.18223028105168
Greenwich Village - SoHo,2023,1,1282,-12.729748127978215
High Bridge - Morrisania,2006,0,4402,
High Bridge - Morrisania,2006,1,4044,-8.13266696955929
High Bridge - Morrisania,2006,2,4094,1.2363996043521266
High Bridge - Morrisania,2006,3,4082,-0.29311187103077674
High Bridge - Morrisania,2007,0,4849,18.789808917197455
High Bridge - Morrisania,2007,1,4531,-6.558053206846773
High Bridge - Morrisania,2007,2,4541,0.22070183182520414
High Bridge - Morrisania,2007,3,4140,-8.830654040960141
High Bridge - Morrisania,2008,0,5073,22.536231884057973
High Bridge - Morrisania,2008,1,4844,-4.514094224324857
High Bridge - Morrisania,2008,2,4402,-9.124690338563171
High Bridge - Morrisania,2008,3,4528,2.862335302135393
High Bridge - Morrisania,2009,0,5243,15.790636042402827
High Bridge - Morrisania,2009,1,5175,-1.296967385084875
High Bridge - Morrisania,2009,2,5393,4.21256038647343
High Bridge - Morrisania,2009,3,4930,-8.585203040979048
High Bridge - Morrisania,2010,0,5227,6.024340770791075
High Bridge - Morrisania,2010,1,5726,9.546585039219439
High Bridge - Morrisania,2010,2,5625,-1.7638840377226688
High Bridge - Morrisania,2010,3,5221,-7.182222222222221
High Bridge - Morrisania,2011,0,5521,5.746025665581307
High Bridge - Morrisania,2011,1,5300,-4.002898025719978
High Bridge - Morrisania,2011,2,4951,-6.584905660377359
High Bridge - Morrisania,2011,3,4908,-0.8685114118359927
High Bridge - Morrisania,2012,0,5287,7.722086389568052
High Bridge - Morrisania,2012,1,4494,-14.999054284093058
High Bridge - Morrisania,2012,2,4720,5.028927458834001
High Bridge - Morrisania,2012,3,3893,-17.521186440677965
High Bridge - Morrisania,2013,0,4668,19.907526329309018
High Bridge - Morrisania,2013,1,4718,1.0711225364181662
High Bridge - Morrisania,2013,2,4690,-0.5934718100890208
High Bridge - Morrisania,2013,3,4122,-12.110874200426439
High Bridge - Morrisania,2014,0,4294,4.172731683648714
High Bridge - Morrisania,2014,1,4423,3.004191895668374
High Bridge - Morrisania,2014,2,4616,4.363554148767804
High Bridge - Morrisania,2014,3,3880,-15.944540727902945
High Bridge - Morrisania,2015,0,3735,-3.7371134020618557
High Bridge - Morrisania,2015,1,3998,7.041499330655958
High Bridge - Morrisania,2015,2,4674,16.908454227113555
High Bridge - Morrisania,2015,3,3792,-18.870346598202826
High Bridge - Morrisania,2016,0,3802,0.26371308016877637
High Bridge - Morrisania,2016,1,3751,-1.3413992635455023
High Bridge - Morrisania,2016,2,3321,-11.463609704078912
High Bridge - Morrisania,2016,3,3353,0.9635651912074676
High Bridge - Morrisania,2017,0,3242,-3.3104682373993435
High Bridge - Morrisania,2017,1,3079,-5.027760641579272
High Bridge - Morrisania,2017,2,3056,-0.7469957778499512
High Bridge - Morrisania,2017,3,2702,-11.583769633507854
High Bridge - Morrisania,2018,0,3014,11.54700222057735
High Bridge - Morrisania,2018,1,3079,2.1566025215660254
High Bridge - Morrisania,2018,2,2893,-6.040922377395258
High Bridge - Morrisania,2018,3,2531,-12.512962322848253
High Bridge - Morrisania,2019,0,2753,8.771236665349665
High Bridge - Morrisania,2019,1,2735,-0.6538321830730113
High Bridge - Morrisania,2019,2,2639,-3.510054844606947
High Bridge - Morrisania,2019,3,2111,-20.007578628268284
High Bridge - Morrisania,2020,0,1900,-9.995262908574135
High Bridge - Morrisania,2020,1,1401,-26.263157894736842
High Bridge - Morrisania,2020,2,1169,-16.55960028551035
High Bridge - Morrisania,2020,3,817,-30.11120615911035
High Bridge - Morrisania,2021,0,1649,101.8359853121175
High Bridge - Morrisania,2021,1,1540,-6.61006670709521
High Bridge - Morrisania,2021,2,1928,25.19480519480519
High Bridge - Morrisania,2021,3,1780,-7.676348547717843
High Bridge - Morrisania,2022,0,1493,-16.123595505617978
High Bridge - Morrisania,2022,1,2109,41.259209645010046
High Bridge - Morrisania,2022,2,2358,11.806543385490755
High Bridge - Morrisania,2022,3,2803,18.87192536047498
High Bridge - Morrisania,2023,0,2670,-4.744916161255797
High Bridge - Morrisania,2023,1,2898,8.539325842696629
Hunts Point - Mott Haven,2006,0,3923,
Hunts Point - Mott Haven,2006,1,3848,-1.911802192199847
Hunts Point - Mott Haven,2006,2,3737,-2.8846153846153846
Hunts Point - Mott Haven,2006,3,3814,2.0604763179020607
Hunts Point - Mott Haven,2007,0,4576,19.9790246460409
Hunts Point - Mott Haven,2007,1,4162,-9.047202797202797
Hunts Point - Mott Haven,2007,2,4152,-0.2402691013935608
Hunts Point - Mott Haven,2007,3,4022,-3.1310211946050095
Hunts Point - Mott Haven,2008,0,4882,21.38239681750373
Hunts Point - Mott Haven,2008,1,4284,-12.249078246620238
Hunts Point - Mott Haven,2008,2,4171,-2.637721755368814
Hunts Point - Mott Haven,2008,3,3936,-5.634140493886358
Hunts Point - Mott Haven,2009,0,4639,17.86077235772358
Hunts Point - Mott Haven,2009,1,4397,-5.2166415175684415
Hunts Point - Mott Haven,2009,2,4432,0.7959972708665
Hunts Point - Mott Haven,2009,3,4233,-4.490072202166065
Hunts Point - Mott Haven,2010,0,4365,3.118355776045358
Hunts Point - Mott Haven,2010,1,4491,2.88659793814433
Hunts Point - Mott Haven,2010,2,4095,-8.817635270541082
Hunts Point - Mott Haven,2010,3,4109,0.3418803418803419
Hunts Point - Mott Haven,2011,0,4695,14.26137746410319
Hunts Point - Mott Haven,2011,1,4504,-4.068157614483494
Hunts Point - Mott Haven,2011,2,3932,-12.699822380106571
Hunts Point - Mott Haven,2011,3,4371,11.164801627670396
Hunts Point - Mott Haven,2012,0,4573,4.621368107984443
Hunts Point - Mott Haven,2012,1,4058,-11.261753772140827
Hunts Point - Mott Haven,2012,2,4280,5.470675209462789
Hunts Point - Mott Haven,2012,3,3839,-10.30373831775701
Hunts Point - Mott Haven,2013,0,4354,13.414951810367285
Hunts Point - Mott Haven,2013,1,4084,-6.201194304088195
Hunts Point - Mott Haven,2013,2,4007,-1.8854064642507347
Hunts Point - Mott Haven,2013,3,4347,8.485150985774894
Hunts Point - Mott Haven,2014,0,4605,5.9351276742581085
Hunts Point - Mott Haven,2014,1,4663,1.259500542888165
Hunts Point - Mott Haven,2014,2,4607,-1.2009435985417114
Hunts Point - Mott Haven,2014,3,4226,-8.270023876709356
Hunts Point - Mott Haven,2015,0,3872,-8.376715570279224
Hunts Point - Mott Haven,2015,1,4011,3.589876033057851
Hunts Point - Mott Haven,2015,2,4676,16.57940663176265
Hunts Point - Mott Haven,2015,3,4182,-10.564585115483318
Hunts Point - Mott Haven,2016,0,4035,-3.5150645624103296
Hunts Point - Mott Haven,2016,1,4074,0.966542750929368
Hunts Point - Mott Haven,2016,2,3311,-18.72852233676976
Hunts Point - Mott Haven,2016,3,3195,-3.5034732709151313
Hunts Point - Mott Haven,2017,0,3176,-0.5946791862284819
